usage_date,billing_period,payer_account_id,linked_account_id,account_name,business_unit,service_code,service_name,usage_type,usage_unit,region,availability_zone,resource_id,pricing_model,usage_quantity,unit_rate,unblended_cost,amortized_cost,currency_code,tag_environment,tag_team,tag_project
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonEC2,EC2 - Compute,BoxUsage:m5.xlarge,Hrs,ap-southeast-2,ap-southeast-2a,i-c157da04,On-Demand,7.9769,0.16169717,1.289842,1.289842,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonEC2,EC2 - Compute,BoxUsage:t3.medium,Hrs,sa-east-1,sa-east-1c,i-f94781dc,On-Demand,20.5612,0.04257327,0.875357,0.875357,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonEC2,EC2 - Compute,BoxUsage:c5.2xlarge,Hrs,ap-southeast-2,ap-southeast-2a,i-6c398ff7,Reserved Instance,6.3248,0.40491249,2.560991,2.304892,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,ap-southeast-2,,db-8722eb61,On-Demand,21.4023,0.27734384,5.935796,5.935796,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,ap-southeast-2,,db-44200f0c,On-Demand,2.5862,0.08976032,0.232138,0.232138,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,ap-southeast-2,,db-8208d60c,On-Demand,348.2901,0.11916106,41.502616,41.502616,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,ap-southeast-2,,fn-b90d4df9,On-Demand,15541.712,1.66e-05,0.257992,0.257992,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AWSLambda,Lambda - Serverless Compute,Request,Requests,ap-southeast-2,,fn-c7be7ffc,On-Demand,56340.5833,2e-07,0.011268,0.011268,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,ap-southeast-2,,vpc-ef2efc4d,On-Demand,11.5344,0.045,0.519048,0.519048,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,ap-southeast-2,,vpc-4e0ba80f,On-Demand,65.2747,0.0197072,1.286382,1.286382,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ap-southeast-2,,xfer-737538b7,On-Demand,260.6986,0.06282004,16.377097,16.377097,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,ap-southeast-2,,dist-2e0288c4,On-Demand,124.7902,0.11061568,13.803753,13.803753,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,ap-southeast-2,,dist-870f2d9f,On-Demand,241054.8046,7.82e-06,1.885556,1.885556,USD,Production,CoreAPI,Phoenix
2024-08-16,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,ca-central-1,,dist-f424b7d9,On-Demand,584.7706,0.09731447,56.906641,56.906641,USD,Sandbox,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,ca-central-1,,dist-41345eaa,On-Demand,784704.0449,9.2e-06,7.218996,7.218996,USD,Sandbox,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,ca-central-1,,table-864c208e,On-Demand,374.1789,0.00013,0.048643,0.048643,USD,Sandbox,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,ca-central-1,,table-e128d4a7,On-Demand,327.2674,0.00065,0.212724,0.212724,USD,Sandbox,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ca-central-1,,xfer-fbe5f065,On-Demand,424.2573,0.06618897,28.081154,28.081154,USD,Sandbox,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AWSLambda,Lambda - Serverless Compute,Request,Requests,ca-central-1,,fn-880d1084,On-Demand,234649.1367,2e-07,0.04693,0.04693,USD,Sandbox,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonElastiCache,ElastiCache - In-Memory Cache,NodeUsage:cache.r6g.large,Hrs,ca-central-1,,cache-d991081f,Reserved Instance,33.7774,0.22587569,7.629493,6.866544,USD,Production,Platform,Horizon
2024-08-16,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,ca-central-1,,db-0aefaa52,On-Demand,33.1919,0.2995298,9.941963,9.941963,USD,Production,Platform,Horizon
2024-08-16,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,ca-central-1,,db-7f8d4bed,Reserved Instance,17.248,0.07563324,1.304522,1.17407,USD,Production,Platform,Horizon
2024-08-16,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,ca-central-1,,db-7ce4f6d4,On-Demand,552.4107,0.13755879,75.988949,75.988949,USD,Production,Platform,Horizon
2024-08-16,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ap-southeast-2,,xfer-868c04ec,On-Demand,650.5828,0.07951594,51.731705,51.731705,USD,Production,Platform,Horizon
2024-08-16,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonRoute53,Route 53 - DNS,HostedZone,Hrs,ca-central-1,,zone-b704c890,On-Demand,11.7053,0.0007,0.008194,0.008194,USD,Production,Platform,Horizon
2024-08-16,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonRoute53,Route 53 - DNS,DNS-Queries,Requests,ca-central-1,,zone-89e3ad53,On-Demand,136229.5012,5.9e-07,0.079964,0.079964,USD,Production,Platform,Horizon
2024-08-16,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,ca-central-1,,dist-543a6849,On-Demand,128.8844,0.09714951,12.521057,12.521057,USD,Production,Platform,Horizon
2024-08-16,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,ca-central-1,,dist-be4459e8,On-Demand,666198.1019,9.35e-06,6.227214,6.227214,USD,Production,Platform,Horizon
2024-08-16,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,ca-central-1,,vpc-70e596e2,On-Demand,8.1269,0.045,0.36571,0.36571,USD,Production,Platform,Horizon
2024-08-16,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,us-west-2,,vpc-cbc14736,On-Demand,394.5481,0.01922824,7.586464,7.586464,USD,Production,Platform,Horizon
2024-08-16,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,ap-southeast-1,,dist-2c16d74a,On-Demand,540.5689,0.08629583,46.64884,46.64884,USD,Staging,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,us-east-1,,dist-47967a64,On-Demand,191732.9452,7.89e-06,1.512034,1.512034,USD,Staging,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,us-east-1,,vpc-d7c55d3f,On-Demand,5.9261,0.045,0.266674,0.266674,USD,Staging,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,ap-southeast-1,,vpc-efed16c6,On-Demand,146.2896,0.01166819,1.706935,1.706935,USD,Staging,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,us-east-1,,table-a969dfa1,On-Demand,74.3774,0.00013,0.009669,0.009669,USD,Staging,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,us-east-1,,table-8a7e4816,On-Demand,195.8139,0.00065,0.127279,0.127279,USD,Staging,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,us-east-1,,db-02eabdd2,On-Demand,40.9509,0.24548879,10.052987,10.052987,USD,Staging,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,us-east-1,,db-4601c580,Reserved Instance,3.1559,0.08611269,0.271763,0.244587,USD,Staging,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,us-east-1,,db-7e8a80f8,On-Demand,620.1397,0.11180182,69.33275,69.33275,USD,Staging,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,us-east-1,,xfer-c995f911,On-Demand,607.8159,0.05474978,33.277789,33.277789,USD,Staging,Platform,Atlas
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,eu-west-1,,db-b0ad54c4,On-Demand,13.7231,0.25246831,3.464648,3.464648,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,eu-west-1,,db-47feda90,Reserved Instance,11.786,0.07369908,0.868617,0.781755,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,eu-west-1,,db-5600e516,On-Demand,189.9081,0.13144825,24.963087,24.963087,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonEC2,EC2 - Compute,BoxUsage:m5.xlarge,Hrs,eu-west-1,eu-west-1c,i-297652ae,Reserved Instance,2.0368,0.22387419,0.455987,0.410388,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonEC2,EC2 - Compute,BoxUsage:t3.medium,Hrs,sa-east-1,sa-east-1b,i-3d41db02,Savings Plan,1.2898,0.04774012,0.061575,0.055418,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonEC2,EC2 - Compute,BoxUsage:c5.2xlarge,Hrs,us-east-1,us-east-1c,i-0627270b,Spot Instance,1.7352,0.31229939,0.541902,0.541902,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,eu-west-1,,table-67c6101b,On-Demand,146.2806,0.00013,0.019016,0.019016,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,eu-west-1,,table-b564c710,On-Demand,33.3326,0.00065,0.021666,0.021666,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,sa-east-1,,vpc-615ec82c,On-Demand,8.866,0.045,0.39897,0.39897,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,eu-west-1,,vpc-367ce816,On-Demand,177.1039,0.01663761,2.946585,2.946585,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,us-west-2,,dist-d8df293b,On-Demand,268.1699,0.09057457,24.289374,24.289374,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,eu-west-1,,dist-fa8a9449,On-Demand,227099.5298,8.83e-06,2.00457,2.00457,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,eu-west-1,,xfer-673e6c2e,On-Demand,178.0601,0.05095052,9.072254,9.072254,USD,Staging,Analytics,Horizon
2024-08-16,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,us-east-1,,fn-c5b6de24,On-Demand,28820.4625,1.66e-05,0.47842,0.47842,USD,Staging,Growth,Horizon
2024-08-16,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AWSLambda,Lambda - Serverless Compute,Request,Requests,us-east-1,,fn-172dced0,On-Demand,565732.8789,2e-07,0.113147,0.113147,USD,Staging,Growth,Horizon
2024-08-16,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,us-east-1,,db-ff59caee,On-Demand,2.305,0.26066907,0.600842,0.600842,USD,Staging,Growth,Horizon
2024-08-16,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,us-east-1,,db-e387708d,Reserved Instance,7.7438,0.09294375,0.719738,0.647764,USD,Staging,Growth,Horizon
2024-08-16,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,us-east-1,,db-4c82a57b,On-Demand,376.55,0.11464836,43.170838,43.170838,USD,Staging,Growth,Horizon
2024-08-16,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonS3,S3 - Storage,TimedStorage-ByteHrs,GB-Mo,us-east-1,,bucket-a64241db,On-Demand,232.9282,0.02134716,4.972355,4.972355,USD,Staging,Growth,Horizon
2024-08-16,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonS3,S3 - Storage,Requests-Tier1,Requests,us-east-1,,bucket-32b5e7dd,On-Demand,418067.5128,5.12e-06,2.141875,2.141875,USD,Staging,Growth,Horizon
2024-08-16,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonS3,S3 - Storage,Requests-Tier2,Requests,us-east-1,,bucket-98eef78b,On-Demand,463955.4236,5.1e-07,0.236874,0.236874,USD,Staging,Growth,Horizon
2024-08-16,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,us-east-1,,vpc-e7736f9f,On-Demand,9.3022,0.045,0.418599,0.418599,USD,Staging,Growth,Horizon
2024-08-16,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,us-east-1,,vpc-af8b6547,On-Demand,233.59,0.0167819,3.920085,3.920085,USD,Staging,Growth,Horizon
2024-08-16,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,us-east-1,,xfer-f863ac55,On-Demand,271.7049,0.05527994,15.01983,15.01983,USD,Staging,Growth,Horizon
2024-08-17,2024-08,100000000001,200000000001,acct-eng-prod,Engineering,AmazonElastiCache,ElastiCache - In-Memory Cache,NodeUsage:cache.r6g.large,Hrs,us-west-2,,cache-519fc540,On-Demand,39.4112,0.23716855,9.347097,9.347097,USD,Production,Platform,Horizon
2024-08-17,2024-08,100000000001,200000000001,acct-eng-prod,Engineering,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,us-west-2,,dist-695dac45,On-Demand,200.4508,0.11328694,22.708457,22.708457,USD,Production,Platform,Horizon
2024-08-17,2024-08,100000000001,200000000001,acct-eng-prod,Engineering,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,us-west-2,,dist-f5e094ba,On-Demand,328154.8784,8.37e-06,2.745184,2.745184,USD,Production,Platform,Horizon
2024-08-17,2024-08,100000000001,200000000001,acct-eng-prod,Engineering,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,us-west-2,,table-b778048e,On-Demand,48.8874,0.00013,0.006355,0.006355,USD,Production,Platform,Horizon
2024-08-17,2024-08,100000000001,200000000001,acct-eng-prod,Engineering,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,ca-central-1,,table-50ba1679,On-Demand,335.2173,0.00065,0.217891,0.217891,USD,Production,Platform,Horizon
2024-08-17,2024-08,100000000001,200000000001,acct-eng-prod,Engineering,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,eu-central-1,,xfer-410a5945,On-Demand,844.3569,0.05902761,49.84037,49.84037,USD,Production,Platform,Horizon
2024-08-17,2024-08,100000000001,200000000001,acct-eng-prod,Engineering,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,us-west-2,,db-50ae78ce,On-Demand,9.3643,0.30944444,2.897731,2.897731,USD,Production,Platform,Horizon
2024-08-17,2024-08,100000000001,200000000001,acct-eng-prod,Engineering,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,us-west-2,,db-7653903a,On-Demand,4.3076,0.08919449,0.384214,0.384214,USD,Production,Platform,Horizon
2024-08-17,2024-08,100000000001,200000000001,acct-eng-prod,Engineering,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,ap-southeast-2,,db-39d4c48e,Reserved Instance,873.4207,0.13074949,114.199308,102.779377,USD,Production,Platform,Horizon
2024-08-17,2024-08,100000000001,200000000002,acct-eng-staging,Engineering,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,ap-southeast-1,,table-0b1f8ef8,On-Demand,218.5085,0.00013,0.028406,0.028406,USD,Staging,Payments,Nimbus
2024-08-17,2024-08,100000000001,200000000002,acct-eng-staging,Engineering,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,ap-southeast-1,,table-a0ecdd58,On-Demand,163.0129,0.00065,0.105958,0.105958,USD,Staging,Payments,Nimbus
2024-08-17,2024-08,100000000001,200000000002,acct-eng-staging,Engineering,AmazonElastiCache,ElastiCache - In-Memory Cache,NodeUsage:cache.r6g.large,Hrs,ap-southeast-1,,cache-5b980370,Reserved Instance,9.2125,0.19219438,1.770591,1.593532,USD,Staging,Payments,Nimbus
2024-08-17,2024-08,100000000001,200000000002,acct-eng-staging,Engineering,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,ap-southeast-1,,vpc-d2b9b9b0,On-Demand,3.323,0.045,0.149535,0.149535,USD,Staging,Payments,Nimbus
2024-08-17,2024-08,100000000001,200000000002,acct-eng-staging,Engineering,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,ap-southeast-1,,vpc-a8f599f8,On-Demand,682.8588,0.01311886,8.958332,8.958332,USD,Staging,Payments,Nimbus
2024-08-17,2024-08,100000000001,200000000002,acct-eng-staging,Engineering,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ap-southeast-1,,xfer-56a27cac,On-Demand,410.6973,0.08825144,36.24463,36.24463,USD,Staging,Payments,Nimbus
2024-08-17,2024-08,100000000001,200000000003,acct-eng-dev,Engineering,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,sa-east-1,,xfer-e6f5f7d4,On-Demand,567.1209,0.08481088,48.098021,48.098021,USD,Staging,Platform,Falcon
2024-08-17,2024-08,100000000001,200000000003,acct-eng-dev,Engineering,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,ca-central-1,,table-c8630f26,On-Demand,191.7802,0.00013,0.024931,0.024931,USD,Staging,Platform,Falcon
2024-08-17,2024-08,100000000001,200000000003,acct-eng-dev,Engineering,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,sa-east-1,,table-758a9bb1,On-Demand,212.7902,0.00065,0.138314,0.138314,USD,Staging,Platform,Falcon
2024-08-17,2024-08,100000000001,200000000003,acct-eng-dev,Engineering,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,ca-central-1,,vpc-a8e46073,On-Demand,6.6239,0.045,0.298075,0.298075,USD,Staging,Platform,Falcon
2024-08-17,2024-08,100000000001,200000000003,acct-eng-dev,Engineering,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,sa-east-1,,vpc-4e513313,On-Demand,380.9872,0.01542826,5.877969,5.877969,USD,Staging,Platform,Falcon
2024-08-17,2024-08,100000000001,200000000003,acct-eng-dev,Engineering,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,sa-east-1,,fn-64bd40ad,On-Demand,40089.3482,1.66e-05,0.665483,0.665483,USD,Staging,Platform,Falcon
2024-08-17,2024-08,100000000001,200000000003,acct-eng-dev,Engineering,AWSLambda,Lambda - Serverless Compute,Request,Requests,sa-east-1,,fn-8573e5e3,On-Demand,659450.6472,2e-07,0.13189,0.13189,USD,Staging,Platform,Falcon
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,sa-east-1,,db-ec3a4ca2,On-Demand,4.5013,0.29932829,1.347366,1.347366,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,sa-east-1,,db-20a145a8,Reserved Instance,26.8806,0.0838135,2.252957,2.027661,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,sa-east-1,,db-79de34ca,On-Demand,1122.9878,0.13644028,153.220766,153.220766,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,sa-east-1,,table-650c233e,On-Demand,147.452,0.00013,0.019169,0.019169,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,sa-east-1,,table-26d406aa,On-Demand,311.5594,0.00065,0.202514,0.202514,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonS3,S3 - Storage,TimedStorage-ByteHrs,GB-Mo,sa-east-1,,bucket-5de3f67a,On-Demand,253.9809,0.02103395,5.342221,5.342221,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonS3,S3 - Storage,Requests-Tier1,Requests,sa-east-1,,bucket-26a81db9,On-Demand,638101.9612,5.18e-06,3.305707,3.305707,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonS3,S3 - Storage,Requests-Tier2,Requests,sa-east-1,,bucket-b345132f,On-Demand,597362.747,4.7e-07,0.28153,0.28153,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonEC2,EC2 - Compute,BoxUsage:m5.large,Hrs,sa-east-1,sa-east-1a,i-3c8c268d,Reserved Instance,26.1715,0.08671466,2.269453,2.042508,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonEC2,EC2 - Compute,BoxUsage:m5.xlarge,Hrs,sa-east-1,sa-east-1c,i-a632c026,On-Demand,36.2272,0.23090534,8.365054,8.365054,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonEC2,EC2 - Compute,BoxUsage:t3.medium,Hrs,sa-east-1,sa-east-1a,i-e193ed10,Savings Plan,33.1543,0.03699652,1.226594,1.103935,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000004,acct-data-prod,DataPlatform,AmazonEC2,EC2 - Compute,BoxUsage:c5.2xlarge,Hrs,sa-east-1,sa-east-1a,i-76aa8536,On-Demand,18.5617,0.3874666,7.192039,7.192039,USD,Production,CoreAPI,Phoenix
2024-08-17,2024-08,100000000001,200000000005,acct-data-dev,DataPlatform,AmazonRoute53,Route 53 - DNS,HostedZone,Hrs,ap-southeast-2,,zone-31565de2,On-Demand,58.0072,0.0007,0.040605,0.040605,USD,Sandbox,Infra,Vega
2024-08-17,2024-08,100000000001,200000000005,acct-data-dev,DataPlatform,AmazonRoute53,Route 53 - DNS,DNS-Queries,Requests,ap-southeast-2,,zone-3d0b6cef,On-Demand,654556.9871,5.4e-07,0.350706,0.350706,USD,Sandbox,Infra,Vega
2024-08-17,2024-08,100000000001,200000000005,acct-data-dev,DataPlatform,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,ap-southeast-2,,fn-17af558d,On-Demand,35233.6302,1.66e-05,0.584878,0.584878,USD,Sandbox,Infra,Vega
2024-08-17,2024-08,100000000001,200000000005,acct-data-dev,DataPlatform,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,ap-southeast-2,,table-11b47971,On-Demand,268.1656,0.00013,0.034862,0.034862,USD,Sandbox,Infra,Vega
